district,block,sr_no,gram_panchayat,ward_no,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Kurukshetra,Thanesar,82,Raogarh,1,Other than Woman,NONE,0,Roshan Lal,Ram Lal,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,2,Woman,NONE,1,Seema Rani,Sohan Lal,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,3,Other than Woman,NONE,0,Subhash Chand,Nanhu Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,4,Other than Woman,NONE,0,Jagdev Singh,Bhagwan Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,5,Woman,NONE,1,Lalita Devi,Vijay Kumar,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,6,Woman,NONE,1,Sunita Devi,Dharmender Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,82,Raogarh,7,BC-A Other than Woman,BC_A,0,Kamaljeet,Ram Kumar,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,1,Woman,NONE,1,Jaswinder Kaur,Paramjeet Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,2,Woman,NONE,1,Nisha Rani,Rajinder Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,3,Woman,NONE,1,Nisha,Surmukh Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,4,BC-A Other than Woman,BC_A,0,Jasbir Singh,Balbir Singh,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,5,Other than Woman,NONE,0,Ram Chander,Garibu Ram,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,6,Other than Woman,NONE,0,Dalbir Singh,Mehar Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,83,Rattandera,7,Other than Woman,NONE,0,Gurmail Singh,Amar Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,1,Woman,NONE,1,Rimpi,Subhash Chand,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,2,BC-A Other than Woman,BC_A,0,Suman Devi,Harwinder Singh,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,3,Other than Woman,NONE,0,Tarsem Lal,Jaspal Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,4,Woman,NONE,1,Rajesh Devi,Satish Kumar,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,5,Other than Woman,NONE,0,Ramkaran,Ratnu Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,6,Woman,NONE,1,Nisha Rani,Jagwinder Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,84,Sadipur Ladwa,7,Other than Woman,NONE,0,Nisha Devi,Mange Ram,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,1,Other than Woman,NONE,0,Sunil Kumar,Mai Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,2,BC-A Other than Woman,BC_A,0,Seema Devi,Vinod,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,3,SC Other than Woman,SC,0,Sukhwinder Singh,Munna Ram,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,4,Woman,NONE,1,Gurmeet Kaur,Mandeep Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,5,Other than Woman,NONE,0,Kaptan Singh,Sunder Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,6,Woman,NONE,1,Teena,Sanjeev Kumar,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,85,Samani,7,SC Woman,SC,1,Neelam,Nishu Kumar,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,1,Other than Woman,NONE,0,Sukhdev Singh,Ramdiya,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,2,BC-A Other than Woman,BC_A,0,Satparkash,Sohan Lal,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,3,SC Woman,SC,1,Santosh Devi,Amarjeet Singh,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,4,SC Other than Woman,SC,0,Kuldeep Ram,Raghbir,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,5,Woman,NONE,1,Vacant,,0,1,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,6,Woman,NONE,1,Gurdeep Kaur,Sanjeev Kumar,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,86,Samsipur,7,Other than Woman,NONE,0,Vacant,,0,1,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,1,SC Woman,SC,1,Rajni Rani,Mangat Ram,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,2,Other than Woman,NONE,0,Devander Kaur,Harpal Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,3,Other than Woman,NONE,0,Ajvinder Singh,Bagicha Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,4,Woman,NONE,1,Aarti Goyal,Avinash,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,5,BC-A Other than Woman,BC_A,0,Satbir Singh,Banarsi Das,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,6,Other than Woman,NONE,0,Rajiv Sharma,Ram Nath Sharma,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,7,SC Woman,SC,1,Saroj Bala,Avnish Kumar,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,8,SC Other than Woman,SC,0,Kamlesh Kumari,Biru Ram,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,87,Samaspur,9,SC Other than Woman,SC,0,Jagdish Chand,Bir Chand,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,1,Woman,NONE,1,Ritu Rani,Sukram Pal,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,2,BC-A Other than Woman,BC_A,0,Renu,Dasa Ram,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,3,Other than Woman,NONE,0,Gaurav Kumar,Kailash Chand,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,4,SC Other than Woman,SC,0,Krishan Kumar,Karnail,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,5,SC Woman,SC,1,Reena Devi,Salinder Kumar,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,6,SC Other than Woman,SC,0,Sukhbir Kumar,Prithvi Ram,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,88,Sanwla,7,Woman,NONE,1,Baljeet Kaur,Jeet Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,1,Other than Woman,NONE,0,Laltesh Devi,Nayab Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,2,Other than Woman,NONE,0,Pawan Kumar,Raj Kumar,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,3,Woman,NONE,1,Kiran Devi,Shri Ram,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,4,BC-A Other than Woman,BC_A,0,Balinder Kumar,Arjun Singh,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,5,SC Other than Woman,SC,0,Salindero,Ram Lal,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,6,SC Woman,SC,1,Angrejo Devi,Kashmiri Lal,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,7,SC Woman,SC,1,Krishna,Karamvir,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,8,SC Other than Woman,SC,0,Vipin Kumar,Telu Ram,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,89,Sarai Sukhi,9,Other than Woman,NONE,0,Manish Deshwal,Dhanpat,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,1,Other than Woman,NONE,0,Sandeep Kumar,Ram Kumar,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,2,Woman,NONE,1,Reena Devi,Pardeep Kumar,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,3,Other than Woman,NONE,0,Sukhdev Singh,Chanda Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,4,SC Other than Woman,SC,0,Ashok Kumar,Babu Ram,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,5,BC-A Other than Woman,BC_A,0,Mulraj,Krishan Gopal,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,90,Shadi Pur Sahidan,6,SC Woman,SC,1,Babli,Arjun Singh,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,1,Other than Woman,NONE,0,Parveen Kumar,Rajkumar Sharma,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,2,Other than Woman,NONE,0,Sukhbir Singh,Ajaib Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,3,Other than Woman,NONE,0,Satish Kumar,Naphe Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,4,Woman,NONE,1,Paramjeet Kaur,Kamal,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,5,Woman,NONE,1,Reeta Devi,Vikas Kumar,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,6,BC-A Other than Woman,BC_A,0,Jai Kumar,Rati Ram,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,7,SC Woman,SC,1,Rekha Rani,Subhas Chand,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,8,SC Other than Woman,SC,0,Jagir Singh,Molak Ram,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,91,Sirsala,9,SC Other than Woman,SC,0,Satnaam,Balram,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,1,Woman,NONE,1,Manju Bala,Mahinder Kumar,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,2,Woman,NONE,1,Usha Devi,Dev Raj,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,3,BC-A Other than Woman,BC_A,0,Hisam Singh,Babu Ram,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,4,SC Other than Woman,SC,0,Sunita,Shiv Kumar,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,5,SC Woman,SC,1,Rekha Devi,Rajbir Singh,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,6,Other than Woman,NONE,0,Ajay Kumar,Main Pal,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,7,Other than Woman,NONE,0,Reena,Devraj,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,8,Other than Woman,NONE,0,Naresh,Kulwant Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,9,Other than Woman,NONE,0,Puran Chand,Diwan Chand,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,10,Other than Woman,NONE,0,Gurdev Singh,Chander Bhan,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,92,Sirsama,11,Woman,NONE,1,Mukesh Lata,Krishan Lal,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,1,Other than Woman,NONE,0,Meena Sharma,Parveen Kumar,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,2,Other than Woman,NONE,0,Malkit Singh,Didar Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,3,Woman,NONE,1,Vacant,,0,1,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,4,SC Woman,SC,1,Vacant,,0,1,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,5,Other than Woman,NONE,0,Joga Singh,Raghubir Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,93,Sodi,6,BC-A Other than Woman,BC_A,0,Darshan Singh,Karam Singh,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,1,Woman,NONE,1,Parbh Jeet Kaur,Rajinder Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,2,Other than Woman,NONE,0,Jeet Singh,Roopa Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,3,Woman,NONE,1,Ravinder Jeet Kaur,Manjeet Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,4,Other than Woman,NONE,0,Swran Singh,Keher Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,5,BC-A Other than Woman,BC_A,0,Jaswant Kaur,Rulda Singh,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,6,Other than Woman,NONE,0,Baldev Singh,Mahinder Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,7,Woman,NONE,1,Aman Deep Kaur,Dalel Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,94,Santokh Pura,8,Other than Woman,NONE,0,Satinder Kaur,Malkeet Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,1,BC-A Other than Woman,BC_A,0,Vijay Kumar,Baljeet Singh,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,2,Other than Woman,NONE,0,Surjeet Singh,Dalip Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,3,Woman,NONE,1,Kavita,Vikas,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,4,Other than Woman,NONE,0,Amar Singh,Bhagat Ram,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,5,Other than Woman,NONE,0,Dalel Singh,Neki Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,6,Woman,NONE,1,Sheela Devi,Bhisham Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,7,SC Other than Woman,SC,0,Ishwar Singh,Ram Singh,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,8,SC Woman,SC,1,Kiran,Ranjeet Singh,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,95,Sunheri Khalsa,9,SC Other than Woman,SC,0,Sanjay Mehra,Chiranji Lal,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,1,SC Woman,SC,1,Nirmala Devi,Jagdish,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,2,Other than Woman,NONE,0,Dalel Chand,Munshi Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,3,Woman,NONE,1,Geeta,Parveen Kumar,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,4,Other than Woman,NONE,0,Rishi Pal,Sher Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,5,BC-A Other than Woman,BC_A,0,Ravinder Kumar,Gulab Singh,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,6,SC Other than Woman,SC,0,Mahabir,Phool Singh,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,7,Woman,NONE,1,Sulochna,Balwan Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,8,Other than Woman,NONE,0,Nasib Singh,Jaimal Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,96,Tigri Khalsa,9,Other than Woman,NONE,0,Rajesh Kumar,Phool Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,1,SC Woman,SC,1,Krishna Devi,Tara Chand,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,2,Other than Woman,NONE,0,Narmail Singh,Mihan Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,3,Other than Woman,NONE,0,Ravi Kumar,Ramesh Kumar,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,4,Other than Woman,NONE,0,Kavita Devi,Rajesh Kumar,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,5,SC Other than Woman,SC,0,Suresho Devi,Ram Karan,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,6,Woman,NONE,1,Paramjeet Kaur,Jarnail,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,7,BC-A Other than Woman,BC_A,0,Ravinder Kumar,Ramparsad,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,97,Udarsi,8,Woman,NONE,1,Sudesh Kumari,Shayam Lal,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,1,Woman,NONE,1,Suman,Tej Partap,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,2,Other than Woman,NONE,0,Ravinder Sharma,Jai Parkash,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,3,SC Other than Woman,SC,0,Rimpi Rani,Jasmer Singh,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,4,Other than Woman,NONE,0,Sunny Kumar,Nasib Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,5,SC Woman,SC,1,Rajwanti,Gurdayal Singh,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,6,SC Other than Woman,SC,0,Laxman Dass,Bhola Ram,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,7,Other than Woman,NONE,0,Susma Devi,Sanjeev Kumar,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,8,Other than Woman,NONE,0,Rajnish,Devi Charan,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,9,Other than Woman,NONE,0,Manju Rani,Rakesh Kumar,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,10,Other than Woman,NONE,0,Shiv Charan,Jai Kumar,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,11,Woman,NONE,1,Gurvinder Kaur,Jairnel Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,12,Other than Woman,NONE,0,Sandeep,Maan Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,13,BC-A Other than Woman,BC_A,0,Ruldha Ram,Isherram,0,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,14,Other than Woman,NONE,0,Parmajeet Singh,Nasib Singh,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,15,Woman,NONE,1,Ruma Devi,Mandeep Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,16,Woman,NONE,1,Lalita,Mangat Ram,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,17,Woman,NONE,1,Suman Rani,Jaswant Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,18,SC Woman,SC,1,Sunita Devi,Vinod,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,19,Other than Woman,NONE,0,Narender Kumar,Shiv Ram,0,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,98,Umri,20,SC Other than Woman,SC,0,Rajnish Kumar,Jai Narayan,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),1,Other than Woman,NONE,0,Raghubir Singh,Ram Kishan,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),2,Other than Woman,NONE,0,Manish Kumar,Mange Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),3,Other than Woman,NONE,0,Rajbir Sharma,Dharampal Sharma,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),4,BC-A Other than Woman,BC_A,0,Sukhvinder Kumar,Mange Ram,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),5,SC Other than Woman,SC,0,Usha Devi,Sat Parkash,1,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),6,SC Woman,SC,1,Shakuntla Devi,Gulab Singh,1,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),7,Woman,NONE,1,Reena Devi,Ajaib Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,99,Untsal (Bangro),8,Woman,NONE,1,Rekha Rani,Jaswinder Singh,0,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,1,Woman,NONE,1,Balvinder Kaur,Bachan Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,2,Other than Woman,NONE,0,Sohan Singh,Joginder Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,3,BC-A Other than Woman,BC_A,0,Bhupinder Singh,Rajinder Singh,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,4,Woman,NONE,1,Sonia,Baljinder Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,5,Other than Woman,NONE,0,Suresh Kumar,Maya Ram,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,100,Dera Abranwa,6,Other than Woman,NONE,0,Jagtar Singh,Surjeet Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,1,BC-A Other than Woman,BC_A,0,Gurpreet Kaur,Dilbag Singh,1,0,Backward Class,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,2,Other than Woman,NONE,0,Baljeet Kaur,Navdeep Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,3,Other than Woman,NONE,0,Santokh Singh,Gurdev Singh,1,0,Unreserved,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,4,Woman,NONE,1,Paramjit Kaur,Sukhwinder Singh,1,0,Women,latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,5,SC Woman,SC,1,Kusum Lata,Jarnail,0,0,Scheduled Caste (Women),latin,,2132,Kurukshetra.pdf
Kurukshetra,Thanesar,101,Dera Sant Singh,6,SC Other than Woman,SC,0,Pooja Rani,Ram Karan,0,0,Scheduled Caste,latin,,2132,Kurukshetra.pdf
